taxon,common name,status,jepson id,calrecnum,inat id,RPI ID,CRPR,CESA
Corallorhiza maculata var. maculata,spotted coralroot,N,75479,11545,80614
Corallorhiza striata,striped coralroot,N,20264,2331,50708
Cordylanthus nidularius,Mt. Diablo bird's-beak,N,20318,2347,76440,178,1B.1,CR
Cordylanthus pilosus subsp. pilosus,,N,49973,2352,57275
Cordylanthus rigidus subsp. rigidus,,N,49981,2359,59014
Cordyline australis,cabbage tree,X,80712,9076,50191
Corethrogyne filaginifolia,,N,2375,9825,58014
Cornus glabrata,brown dogwood,N,20396,2386,57013
Cornus sericea subsp. occidentalis,western dogwood,N,49997,2389,53366
Cornus sericea subsp. sericea,American dogwood,N,49998,2390,53367
Cortaderia jubata,pampas grass,X,20427,2394,52714
Cortaderia selloana,pampas grass,X,20429,2395,64240
Corylus cornuta subsp. californica,California hazelnut,N,80489,10818,53368
Cotoneaster franchetii,,X,20511,2401,1319212
Cotoneaster lacteus,,X,77520,8714,411074
Cotoneaster pannosus,,X,20517,2402,53375
Cotula australis,,X,2391,2403,53025
Cotula coronopifolia,brass-buttons,X,2392,2404,58812
Crassula aquatica,water pygmy-weed,N,20581,2406,58135
Crassula connata,pygmy-weed,N,20582,2407,57016
Crassula solieri,pygmy-weed,N,20589,2409,76466
Crassula tillaea,,X,20590,2410,58883
Crataegus monogyna,hawthorn,X,20843,8429,51147
Crepis bursifolia,,X,2399,2416,76473
Crepis capillaris,,X,2400,2417,54050
Crepis monticola,,N,2405,2420,76476
Crepis vesicaria subsp. taraxacifolia,,X,5983,2428,56870
Cressa truxillensis,alkali weed,N,21017,2429,58133
Crocanthemum scoparium var. vulgare,peak rush-rose,N,95272,13180,1045000
Crocidium multicaule,spring gold,N,2425,2430,57524
Crocosmia ×crocosmiiflora,montbretia,X,77150,2431,181465
Croton californicus,,N,21120,2434,76484
Croton setiger,turkey mullein,N,21159,13184,154156
Crypsis schoenoides,swamp grass,X,21182,2439,773038
Crypsis vaginiflora,,X,21183,2440,773022
Cryptantha clevelandii var. florosa,,N,57120,11565,1045003
Cryptantha flaccida,,N,21228,2460,56989
Cryptantha juniperensis,rigid cryptantha,N,103476,14557,769572
Cryptantha micromeres,,N,21263,2476,770232
Cryptantha microstachys,,N,21264,2477,57696
Cryptantha muricata var. muricata,,N,57145,11573,80632
Cryptantha nemaclada,,N,21271,2481,57705
Cryptantha torreyana var. pumila,dwarf cryptantha,N,57161,11578,57697
Cucurbita foetidissima,calabazilla,N,21361,2510,58138
Cuscuta californica var. californica,,N,57184,2531,57026
Cuscuta campestris,field dodder,N,21462,10823,76545
Cuscuta indecora var. indecora,large-seeded dodder,N,57197,2537,80642
Cuscuta japonica var. formosana,Japanese dodder,X,82049,10549,80643
Cuscuta occidentalis,,N,21423,10825,76552
Cuscuta pacifica var. pacifica,,N,89286,11581,80645
Cuscuta salina,,N,21469,2540,64204
Cuscuta subinclusa,canyon dodder,N,21426,2544,76556
Cyclospermum leptophyllum,marsh-parsley,X,88944,9082,76563
Cymbalaria muralis,Kenilworth-ivy,X,21640,2552,55727
Cynara cardunculus,"artichoke thistle,cardoon",X,2433,2568,57563
Cynodon dactylon,Bermuda grass,X,21743,2570,58371
Cynosurus echinatus,dogtail grass,X,21767,2577,47695
Cyperus difformis,,X,21811,2580,59051
Cyperus eragrostis,,N,21820,2581,59055
Cyperus erythrorhizos,,N,21822,2582,59060
Cyperus esculentus,yellow nut sedge,NC,21824,2583,76584
Cyperus involucratus,umbrella-sedge,X,21853,2585,414284
Cyperus niger,,N,21881,2588,76591
Cyperus odoratus,,N,21885,2589,63329
Cyperus strigosus,,N,21948,2593,59063
Cypselea humifusa,,X,21994,2597,1355489
Cystopteris fragilis,fragile fern,N,22182,2599,58755
Cytisus scoparius,Scotch broom,X,22199,2601,48538
Cytisus striatus,,X,22200,2602,76598
Dactylis glomerata,orchard grass,X,22210,2603,52720
Danthonia californica,California oatgrass,N,22319,2610,57165
Datisca glomerata,durango root,N,22377,2618,58888
Datura stramonium,jimson weed,X,22387,2621,55854
Datura wrightii,,N,22389,2622,58331
Daucus carota,Queen Anne's lace,X,22394,2623,76610
Daucus pusillus,,N,22395,2624,56726
Deinandra bacigalupii,Livermore moonshine,N,77607,9090,58817,1890,1B.1,CE
Deinandra corymbosa,,N,77598,9855,60956
Deinandra kelloggii,,N,79196,10829,76615
Deinandra lobbii,,N,77606,10830,58813
Delairea odorata,German-ivy,X,80449,9623,53208
Delphinium californicum subsp. interius,California larkspur,N,50073,2632,51859,551,1B.2
Delphinium decorum subsp. decorum,coast larkspur,N,50079,2635,79784
Delphinium gypsophilum,gypsum-loving larkspur,N,22476,2640,56068
Delphinium hansenii subsp. hansenii,Hansen's larkspur,N,50088,2645,79787
Delphinium hesperium subsp. hesperium,western larkspur,N,50091,2649,57238
Delphinium hesperium subsp. pallescens,,N,50092,2650,58997
Delphinium nudicaule,red larkspur,N,22492,2655,50642
Delphinium parryi subsp. parryi,Parry's larkspur,N,50107,2665,58999
Delphinium patens subsp. patens,spreading larkspur,N,50113,2670,57246
Delphinium recurvatum,valley larkspur,N,22516,2673,58305,222,1B.2
Delphinium variegatum subsp. variegatum,royal larkspur,N,50119,2682,50633
Dendromecon rigida,bush poppy,N,22541,2686,58224
Deschampsia cespitosa subsp. cespitosa,tufted hairgrass,N,50130,2689,61199
Deschampsia cespitosa subsp. holciformis,tufted hairgrass,N,50133,2690,61833
Deschampsia danthonioides,annual hairgrass,N,22598,2691,57164
Deschampsia elongata,slender hairgrass,N,22600,2692,52722
Descurainia pinnata subsp. brachycarpa,tansy mustard,N,50146,11596,59235
Desmazeria rigida,,X,22633,2706,288259
Dicentra formosa,bleeding heart,N,22766,2711,51048
Dichelostemma congestum,ookow,N,22850,2721,56593
Dichelostemma multiflorum,,N,22853,2723,62262
Dichelostemma volubile,twining brodiaea,N,22855,2725,59971
Dichondra donelliana,California ponysfoot,N,22863,2726,61175
Dichondra micrantha,,X,22864,8526,76650
Digitalis purpurea,foxglove,X,22930,2729,53983
Digitaria ischaemum,,X,22954,2730,76658
Digitaria sanguinalis,crabgrass,X,22962,2731,51633
Diplacus aurantiacus,bush monkeyflower,N,23077,13456,777371
Diplacus bolanderi,,N,99039,13462,771812
Diplacus douglasii,Douglas monkeyflower,N,99051,13428,771821
Diplacus rattanii,Rattan monkeyflower,N,99072,13479,771830
Diplacus tricolor,,N,99079,13482,771835
Dipsacus sativus,teasel,X,23137,2738,53028
Dipterostemon capitatus,blue dicks,N,108599,13632,1196784
Dirca occidentalis,western leatherwood,N,23143,2739,50315,567,1B.2
Distichlis spicata,saltgrass,N,23161,2743,58372
Dittrichia graveolens,stinkwort,X,2454,8482,58822
Downingia bella,,N,23273,2766,60160
Downingia cuspidata,,N,101864,2773,60163
Downingia insignis,,N,23278,2776,60164
Downingia pulchella,,N,23282,2782,60167
Draba cuneifolia,,N,23332,2798,1138678
Draba verna,spring whitlow-grass,X,23442,2816,55823
Drymocallis glandulosa var. wrangelliana,sticky cinquefoil,N,82064,11612,80681
Dryopteris arguta,coastal wood fern,N,23524,2823,52671
Duchesnea indica var. indica,mock-strawberry,X,91747,11621,243824
Dudleya cymosa subsp. cymosa,,N,50235,2845,64259
Dudleya cymosa subsp. paniculata,,N,50239,2848,61796
Dudleya farinosa,,N,23655,2852,51889
Dysphania ambrosioides,Mexican tea,X,81840,10846,76746
Dysphania botrys,Jerusaleum-oak,X,85274,10847,76748
Dysphania multifida,cut leaf pigweed,X,81841,10848,76750
Eastwoodia elegans,yellow mock aster,N,2510,2875,57967
Echinochloa colona,,X,23790,2881,76755
Echinochloa crus-galli,barnyard grass,X,23791,2882,60283
Echinochloa muricata var. microstachya,,NC,58092,9886,80690
Echinodorus berteroi,burhead,N,23812,2886,76761
Echium candicans,Pride of Madeira,X,77286,2888,57723
Eclipta prostrata,,N,2527,2892,76765
Egeria densa,Brazilian waterweed,X,23849,2893,60465
Ehrendorferia chrysantha,golden ear-drops,N,88966,9511,58952
Ehrharta erecta,Stebbins' grass,X,23854,2895,64140
Eichhornia crassipes,water-hyacinth,X,23856,2896,962637
Elatine brachysperma,waterwort,N,23917,2899,76768
Elatine californica,waterwort,N,23919,2900,58891
Eleocharis acicularis var. acicularis,needle spikerush,N,58118,2906,64313
Eleocharis macrostachya,common spikerush,N,23993,2911,59064
Eleocharis parishii,Parish spikerush,N,23997,2917,58344
Eleocharis parvula,small spikerush,N,23999,2918,76783,588,4.3
Eleocharis rostellata,,N,24012,2922,59065
Eleusine indica,goosegrass,X,24038,2924,76790
Elodea canadensis,common waterweed,N,24052,2926,76793
Elodea nuttallii,,N,24057,2927,57623
Elymus ×gouldii,,N,93810,11632,170838
Elymus caput-medusae,medusa-head rye,X,24187,11634,169522
Elymus elymoides var. elymoides,squirreltail,N,72180,11639,58377
Elymus glaucus subsp. glaucus,blue wildrye,N,50264,2937,57171
Elymus glaucus subsp. virescens,,N,50266,2939,61203
Elymus hispidus,wheatgrass,X,24153,11640,155848
Elymus mollis subsp. mollis,,N,70142,11641,118426
Elymus multisetus,big squirreltail,N,24122,2941,57167
Elymus ponticus,tall wheatgrass,X,91896,11643,1301269
Elymus stebbinsii,,N,101964,2944,63331
Elymus trachycaulus subsp. trachycaulus,slender wheatgrass,N,50280,2947,636557
Elymus triticoides,,N,24181,11648,57184
Emmenanthe penduliflora,whispering bells,N,24223,2956,58173
Emmenanthe rosea,,N,24224,14564,58919
Enemion occidentale,,N,24250,9551,76818
Enemion stipitatum,,N,24252,9552,76819
Epilobium brachycarpum,,N,24341,2983,52971
Epilobium campestre,,N,89220,11649,76827
Epilobium canum subsp. canum,California fuschia,N,50302,2985,53044
Epilobium ciliatum subsp. ciliatum,willow-herb,N,50307,2989,53045
Epilobium ciliatum subsp. watsonii,,N,50309,2991,61047
Epilobium cleistogamum,,N,76883,2993,60219
Epilobium densiflorum,,N,76884,2994,57149
Epilobium minutum,,N,24377,3006,57150
Epilobium torreyi,,N,76888,3019,58949
Epipactis gigantea,stream orchid,N,24406,3020,50715
Epipactis helleborine,,X,24407,3021,50717
Equisetum ×ferrissii,Ferriss' horsetail,N,24419,3027,181476
Equisetum arvense,common horsetail,N,24416,3022,52724
Equisetum hyemale subsp. affine,common scouring-rush,N,50315,3023,53910
Equisetum laevigatum,smooth scouring-rush,N,24427,3024,63870
Equisetum telmateia subsp. braunii,giant horsetail,N,50317,3026,57032
Eragrostis cilianensis,stink grass,X,24456,3029,76849
Eragrostis curvula,weeping lovegrass,X,24463,9905,76850
Eragrostis hypnoides,creeping lovegrass,N,24480,3031,76851
Eragrostis mexicana subsp. virescens,Chilean lovegrass,N,50320,3036,1421995
Eragrostis pectinacea var. pectinacea,Carolina lovegrass,N,58372,3040,80700
Eremalche parryi subsp. parryi,,N,50324,3049,58936
Eremothera boothii subsp. decorticans,shredding evening-primrose,N,89263,11654,79836
Eriastrum abramsii,,N,24587,3052,57203
Eriastrum ertterae,,N,99214,13079,473592,3786,1B.1,CC
Eriastrum pluriflorum,many-flowered eriastrum,N,24595,3065,58239
Ericameria arborescens,golden-fleece,N,2583,3071,63924
Ericameria linearifolia,interior goldenbush,N,2598,3085,57971
Ericameria nauseosa var. mohavensis,rabbitbrush,N,80505,11665,57936
Erigeron bonariensis,,X,2305,11666,76904
Erigeron canadensis,horseweed,N,2312,11667,76907
Erigeron foliosus var. franciscensis,,N,58408,3137,80740
Erigeron petrophilus var. petrophilus,,N,58427,3159,58825
Erigeron philadelphicus var. philadelphicus,,N,7324,9105,80752
Erigeron reductus var. angustatus,,N,58431,3166,80754
Erigeron sumatrensis,,X,91898,11669,76943
Eriobotrya japonica,loquat,X,24627,8718,76949
Eriodictyon californicum,yerba santa,N,24668,3182,57095
Eriogonum angulosum,,N,24690,3194,58266
Eriogonum covilleanum,,N,24742,3222,58269
Eriogonum fasciculatum var. foliolosum,California buckwheat,NC,58545,3246,58980
Eriogonum fasciculatum var. polifolium,,N,58546,3247,58272
Eriogonum gracile var. gracile,slender buckwheat,N,58563,3257,58982
Eriogonum inerme var. inerme,unarmed buckwheat,N,58586,9110,80799
Eriogonum luteolum var. caninum,Tiburon buckwheat,N,58623,3297,61205,733,1B.2
Eriogonum luteolum var. luteolum,,N,58624,3298,64226
Eriogonum nudum var. auriculatum,eared buckwheat,N,58650,3316,57220
Eriogonum nudum var. psychicola,Antioch Dunes buckwheat,N,80051,11183,80823,3401,1B.1
Eriogonum roseum,virgate buckwheat,N,24922,3360,58280
Eriogonum truncatum,Mt. Diablo buckwheat,N,24957,3383,77039,766,1B.1
Eriogonum umbellatum var. bahiiforme,sulfur flower,N,58755,3388,80851,1338,4.2
Eriogonum wrightii var. trachygonum,,N,58801,3413,59244
Eriophyllum confertiflorum var. confertiflorum,golden-yarrow,N,69866,3423,53397
Eriophyllum jepsonii,Jepson's woolly-sunflower,N,2816,3426,77048,776,4.3
Eriophyllum lanatum var. achilleoides,,N,7369,10587,80880
Eriophyllum staechadifolium,seaside woolly-sunflower,N,2825,3444,60963
Erodium botrys,long-beaked filaree,X,25037,3446,57090
Erodium brachycarpum,,X,25038,3447,58171
Erodium cicutarium,red-stemmed filaree,X,25041,3448,47687
Erodium malacoides,,X,76818,3451,77056
Erodium moschatum,white-stem filaree,X,25048,3452,57092
Eryngium aristulatum,Jepson's button celery,N,25070,3457,57901
Eryngium aristulatum var. aristulatum,coyote-thistle,N,58845,3458,64189
Eryngium aristulatum var. hooveri,,N,58846,3459,57904,783,1B.1
Eryngium armatum,,N,25071,3461,60950
Eryngium articulatum,,N,25073,3462,60119
Eryngium castrense,,N,25076,3463,77061
Eryngium jepsonii,,N,78144,11674,77062,3927,1B.2
Eryngium racemosum,,N,25097,3467,77066,787,1B.1,CE
Eryngium spinosepalum,,N,25099,3468,57894,788,1B.2
Erysimum capitatum var. angustatum,Contra Costa wallflower,N,58866,9942,119564,790,1B.1,CE
Erysimum capitatum var. capitatum,western wallflower,N,58866,9943,50627
Erythranthe androsacea,,N,99088,13487,771845
Erythranthe cardinalis,,N,25147,13490,319974
Erythranthe floribunda,,N,99122,13492,701582
Erythranthe guttata,,N,99131,13493,470643
Erythranthe inconspicua,small-flowered monkeyflower,N,99135,13416,771882,1092,4.3
Erythranthe latidens,,N,99144,13495,771886
Eschscholzia caespitosa,tufted poppy,N,25205,3511,58954
Eschscholzia californica,California poppy,N,25206,3512,48225
Eschscholzia rhombipetala,,N,25218,3527,77087,806,1B.1
Eucalyptus camaldulensis,red gum,X,25257,3531,64128
Eucalyptus globulus,blue gum,X,25266,3534,53398
Eucalyptus pulchella,,X,81244,10590,77091
Eucalyptus sideroxylon,red ironbark,X,25282,3537,77092
Eucalyptus tereticornis,red forest gum,X,25283,3538,58208
Eucalyptus viminalis,manna gum,X,25285,3539,77093
Eucrypta chrysanthemifolia var. chrysanthemifolia,,N,58930,3545,57350
Euonymus occidentalis var. occidentalis,burning bush,N,59093,3548,80894
Euphorbia crenulata,,N,25535,3550,77108
Euphorbia lathyris,caper spurge,X,25571,3557,77114
Euphorbia maculata,spotted spurge,X,25467,13188,58893
Euphorbia oblongata,golden spurge,X,25585,3559,77117
Euphorbia ocellata subsp. ocellata,Contura Creek sandmat,N,70181,13194,506216
Euphorbia peplus,petty spurge,X,25591,3561,57036
Euphorbia serpens,creeping spurge,X,25501,13199,200054
Euphorbia serpillifolia subsp. serpillifolia,thyme-leafed spurge,N,103502,13202,550262
Euphorbia spathulata,spatulate spurge,N,25609,3563,58894
Eurybia radulina,broad-leaf aster,N,80408,9494,52974
Euthamia occidentalis,western goldenrod,N,2933,3565,58826
Extriplex californica,California orach,N,95361,13174,470236
Extriplex joaquinana,San Joaquin saltbush,N,95362,13175,775195,208,1B.2
Fallopia japonica,Japanese knotweed,X,82464,10891,914922
Festuca arundinacea,tall fescue,X,25783,3576,164708
Festuca bromoides,,X,25855,11687,77136
Festuca californica,California fescue,N,25791,3578,57169
Festuca elmeri,Elmer fescue,N,25798,3580,64333
Festuca idahoensis,Idaho fescue,N,25808,3581,61200
Festuca microstachys,,N,25865,11688,77138
Festuca myuros,zorro grass,X,25869,11689,77140
Festuca octoflora,six-week's fescue,N,25872,11690,77141
Festuca perennis,Italian ryegrass,X,91964,11691,52801
Festuca rubra,red fescue,N,25825,3586,61061
Festuca temulenta,darnel,X,93753,11692,164712
Ficus carica,fig,X,25883,3592,60218
Foeniculum vulgare,fennel,X,25972,3603,53052
Forestiera pubescens,desert olive,N,25982,3604,58211
Fragaria vesca,wood strawberry,N,26021,3609,50298
Frangula californica subsp. californica,California coffeeberry,N,50563,10896,53429
Frangula californica subsp. tomentella,hoary coffeeberry,N,50567,10900,53428
Frankenia salina,alkali heath,N,26050,3612,58168
Fraxinus dipetala,flowering ash,N,26100,3614,58939
Fraxinus latifolia,Oregon ash,N,26105,3615,63878
Fremontodendron californicum,flannelbush,N,26127,3618,63609
Fritillaria affinis,checker lily,N,76930,3623,50618
Fritillaria agrestis,stinkbells,N,26132,3626,56794,820,4.2
Fritillaria falcata,talus fritillary,N,26145,3633,56791,823,1B.2
Fritillaria liliacea,fragrant fritillary,N,26153,3636,53054,824,1B.2
Fumaria capreolata,white ramping fumitory,X,26193,8662,57852
Fumaria officinalis,fumitory,X,26195,3647,53785
Galium andrewsii subsp. gatense,needle bedstraw,N,50593,3658,61865,1683,4.2
Galium aparine,"bedstraw,cleavers",N,26304,3669,53059
Galium californicum subsp. californicum,California bedstraw,N,50606,3676,53061
Galium divaricatum,Lamarck's bedstraw,X,76441,3688,77193
Galium murale,tiny bedstraw,X,26378,3716,59005
Galium parisiense,wall bedstraw,X,26391,3723,59006
Galium porrigens var. porrigens,climbing bedstraw,N,59354,3725,53064
Galium porrigens var. tenue,,N,59355,3726,80906
Galium tricornutum,rough corn bedstraw,X,26413,3738,53066
Galium trifidum subsp. columbianum,,N,50668,11710,61105
Galium triflorum,sweet-scented bedstraw,N,26421,3742,53065
Gamochaeta pensylvanica,,X,3040,9977,77221
Gamochaeta ustulata,featherweed,N,3048,9339,77224
Garrya elliptica,wavy-leaf silk tassel bush,N,26460,3748,53399
Garrya flavescens,ashy silk tassel,N,26462,3749,56201
Garrya fremontii,silk tassel bush,N,26464,3750,56202
Gastridium phleoides,nit grass,X,81267,9978,77225
Gaultheria shallon,salal,N,26490,3755,48441
Genista monspessulana,French broom,X,26558,3774,53403
Geranium carolinianum,Carolina geranium,N,26710,3797,58917
Geranium core-core,,X,81114,10601,77254
Geranium dissectum,cut-leaved geranium,X,26715,3799,53075
Geranium lucidum,,X,26726,8593,77255
Geranium molle,cranes-bill geranium,X,26729,3800,53076
Geranium potentilloides,,X,26735,3802,77258
Geranium purpureum,little robin,X,77514,8594,57643
Geranium robertianum,,X,26742,3806,55925
Geranium rotundifolium,,X,26743,3808,77261
Gilia achilleifolia subsp. achilleifolia,,N,50744,3813,51101
Gilia achilleifolia subsp. multicaulis,,N,50745,3814,51102
Gilia capitata subsp. capitata,,N,50764,3834,57798
Gilia capitata subsp. staminea,,N,50769,3839,57801
Gilia clivorum,,N,26880,3842,56630
Gilia tricolor subsp. diffusa,bird's-eye gilia,N,50826,3900,79920
Gilia tricolor subsp. tricolor,bird's-eye gilia,N,50827,3901,79921
Githopsis diffusa subsp. robusta,,N,50832,3908,79925
Githopsis specularioides,bluecup,N,26999,3914,58867
Glebionis segetum,corn chrysanthemum,X,81845,9501,77281
Glinus lotoides,,X,27053,3922,77283
Glyceria declinata,waxy mannagrass,X,27072,9343,77288
Glyceria leptostachya,narrow mannagrass,N,27079,3929,77292
Glycyrrhiza lepidota,wild licorice,N,27117,3933,58896
Gnaphalium palustre,lowland cudweed,N,3082,3946,57980
Gratiola ebracteata,bractless hedge hyssop,N,27292,3952,77300
Grindelia camporum,,N,3099,3956,56953
Grindelia hirsutula,,N,3107,3960,55364
Grindelia stricta var. angustifolia,marsh gumplant,N,77358,3968,61991
Gruvelia pusilla,little combseed,N,105901,14570,57694
Gutierrezia californica,California matchweed,N,3140,3977,57978
Hainardia cylindrica,,X,27553,3996,60285
Hedera canariensis,Algerian ivy,X,81236,8467,64113
Hedera helix,English ivy,X,27768,4023,55882
Hedypnois rhagadioloides,,X,99769,13134,492864
Helenium bigelovii,,N,3201,4029,61807
Helenium puberulum,sneezeweed,N,3223,4031,53092
Helianthella californica var. californica,helianthella,N,7544,4033,80923
Helianthella castanea,Diablo helianthella,N,3232,4036,64250,238,1B.2
Helianthus annuus,sunflower,N,3244,4040,57983
Helianthus californicus,California sunflower,N,3254,4042,56954
Helianthus gracilentus,,N,3280,4047,77356
Heliotropium curassavicum var. oculatum,heliotrope,N,59914,11723,80928
Helminthotheca echioides,bristly ox-tongue,X,81752,10921,61906
Hemizonia congesta subsp. lutescens,,N,80179,10922,61173
Hemizonia congesta subsp. luzulifolia,,N,102005,4070,56956
Heracleum maximum,cow parsnip,N,27996,9546,53094
Herniaria hirsuta var. cinerea,rupturewort,X,81545,10923,932806
Hesperevax acaulis var. ambusticola,fire evax,N,59934,4108,80930
Hesperevax caulescens,hogwallow starfish,N,28021,4110,60135,1931,4.2
Hesperevax sparsiflora var. sparsiflora,,N,59937,4113,61172
Hesperocnide tenella,black haired nettle,N,28033,4118,59036
Hesperocyparis macrocarpa,Monterey cypress,NC,89298,11190,322545
Hesperocyparis sargentii,Sargent cypress,N,89302,10803,83149
Hesperolinon breweri,Brewer's dwarf flax,N,28038,4121,77385,404,1B.2
Hesperolinon californicum,California dwarf flax,N,28039,4122,77386
Hesperolinon clevelandii,,N,28040,4123,77387
Hesperolinon disjunctum,,N,28043,4126,58932
Hesperolinon micranthum,,N,28045,4128,57136
Hesperomecon linearis,,N,28048,10925,77391
Heterocodon rariflorum,,N,28069,4138,58868
Heteromeles arbutifolia,toyon,N,28072,4140,53405
Heterotheca grandiflora,telegraph weed,N,3419,4142,58831
Heterotheca oregona var. rudis,Oregon goldenaster,N,7614,4146,
Heterotheca oregona var. scaberrima,goldenaster,N,7616,4147,80937
Heterotheca sessiliflora subsp. bolanderi,Bolander's goldenaster,N,74443,4151,61170
Heterotheca sessiliflora subsp. echioides,,N,74445,4152,58834
Heuchera micrantha,alumroot,N,28126,4171,51274
Hibiscus lasiocarpos var. occidentalis,rose-mallow,N,91751,11194,80940,906,1B.2
Hieracium albiflorum,white hawkweed,N,3471,4184,63937
Hirschfeldia incana,hoary mustard,X,28295,4196,53097
Hoita macrostachya,,N,28323,4198,60186
Hoita orbicularis,,N,28327,4199,77425
Hoita strobilina,,N,28328,4200,77426,1933,1B.1
Holcus lanatus,velvet grass,X,28335,4201,52793
Holcus mollis,creeping velvet grass,X,28336,4202,77427
Holocarpha heermannii,Heermann's tarweed,N,3557,4204,62568
Holocarpha macradenia,Santa Cruz tarplant,N,3558,4205,62573,907,1B.1,CE
Holocarpha obconica,,N,3559,4206,62571
Holocarpha virgata subsp. virgata,,N,6108,4210,53102
Holodiscus discolor,"cream bush,oceanspray",N,28344,4211,53414
Holozonia filipes,Greene's white crown,N,3561,4216,77430
Hordeum brachyantherum subsp. brachyantherum,meadow barley,N,76411,4219,61834
Hordeum brachyantherum subsp. californicum,California barley,N,76414,4220,59092
Hordeum depressum,low barley,N,28384,4221,58378
Hordeum jubatum subsp. jubatum,foxtail barley,N,50967,11730,79941
Hordeum marinum subsp. gussoneanum,Mediterranean barley,X,50968,4224,63879
Hordeum murinum subsp. glaucum,,X,50970,4226,61204
Hordeum murinum subsp. leporinum,,X,50971,4227,52795
Hordeum murinum subsp. murinum,,X,50972,4228,63333
Horkelia californica var. californica,California horkelia,N,81857,11731,237030
Horkelia californica var. elata,tall horkelia,N,81856,11732,80945
Horkelia californica var. frondosa,leafy horkelia,N,81858,11733,
Horkelia cuneata var. sericea,Kellogg's horkelia,N,81861,11738,80951,910,1B.1
Hornungia procumbens,,X,81333,11748,77452
Hosackia crassifolia var. crassifolia,,N,91757,11750,80960
Hosackia stipularis var. stipularis,,N,91763,11760,80965
Hydrocotyle ranunculoides,,N,28607,4281,60951
Hydrocotyle verticillata,,N,28611,4284,60121
Hydrophyllum occidentale,western waterleaf,N,28634,4287,77471
Hypericum androsaemum,,X,77418,8601,77480
Hypericum perforatum subsp. perforatum,Klamath weed,X,91766,11762,79949
Hypericum scouleri,St. John's wort,N,28801,11763,77484
Hypochaeris glabra,smooth cat's ear,X,3623,4313,53103
Hypochaeris radicata,rough cat's ear,X,3625,4314,53104
Idahoa scapigera,flat-pod,N,28891,4316,77486
Ilex aquifolium,English holly,X,28898,4317,53856
Impatiens balfourii,touch-me-not,X,28954,4320,77490
Iris douglasiana,Douglas' iris,N,29188,4346,50854
Iris foetidissima,stinking iris,X,29193,8604,64331
Iris longipetala,central coast iris,N,29293,4354,67703,3169,4.2
Iris pseudacorus,yellow flag,X,29301,4358,47779
Isocoma arguta,Carquinez goldenbush,N,3633,4369,77510,1264,1B.1
